country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
United Kingdom,1867,GBR,30612735.0,165822529536.0,,,217.374,5.643,2.665,260.68,9.34,3.716,8.515,1.572,,7.101,1.311,,217.319,7.099,,,,,6412.763,3009.749,6412.367,,0.0,187.062,0.396,,,,,,0.0,0.0,9.028,10.519,43.306,1.415,74.843,2.445,3.781,0.124,0.055,0.002,,,,,45.21,8.544,45.386,,62.578,5.376,62.639,,,0.372,3.762,,,,1.685,2.769,,6.149,0.001,0.001,0.002,0.0,322.002,276.381,,
United Kingdom,1868,GBR,30868245.0,173842415616.0,,,213.219,-4.155,-1.911,258.325,-2.355,-0.903,8.369,1.486,,6.907,1.227,,213.168,6.906,,,,,6625.981,3268.074,6625.535,,0.0,232.168,0.447,,,,,,0.0,0.0,8.784,10.312,45.106,1.461,73.938,2.395,3.797,0.123,0.051,0.002,,,,,43.119,8.517,43.309,,61.683,5.537,61.752,,,0.439,3.49,,,,1.777,2.241,,6.254,0.001,0.001,0.002,0.0,318.322,271.149,,
United Kingdom,1869,GBR,31134963.0,175400648704.0,,,223.706,10.486,4.918,268.307,9.982,3.864,8.618,1.53,,7.185,1.275,,223.64,7.183,,,,,6849.687,3536.381,6849.174,,0.0,276.769,0.513,,,,,,0.0,0.0,9.097,10.587,44.601,1.433,75.696,2.431,3.813,0.122,0.066,0.002,,,,,42.632,8.628,42.833,,60.795,5.692,60.874,,,0.499,3.326,,,,1.725,2.523,,6.355,0.001,0.002,0.002,0.0,329.639,283.221,,
United Kingdom,1870,GBR,31413071.0,183030595584.0,,,228.494,4.789,2.141,272.913,4.606,1.717,8.688,1.491,,7.274,1.248,,228.41,7.271,,,,,7078.181,3809.293,7077.584,,0.0,321.187,0.597,,,,,,0.0,0.0,9.185,10.742,44.418,1.414,76.394,2.432,3.831,0.122,0.084,0.003,,,,,42.62,8.095,42.854,,59.97,5.816,60.059,,,0.551,3.219,,,,1.567,2.69,,6.432,0.001,0.002,0.003,0.0,337.436,288.536,,
United Kingdom,1871,GBR,31702755.0,183677943808.0,,,242.037,13.542,5.927,283.313,10.4,3.811,8.937,1.542,,7.635,1.318,,241.93,7.631,,,,,7320.218,4092.606,7319.515,,0.0,362.463,0.703,,,,,,0.0,0.0,9.599,11.078,41.276,1.302,78.847,2.487,3.881,0.122,0.106,0.003,,,,,42.479,8.274,42.707,,59.164,5.938,59.263,,,0.593,3.222,,,,1.446,3.238,,6.525,0.001,0.002,0.003,0.0,351.202,304.323,,
United Kingdom,1872,GBR,32004200.0,183881105408.0,,,254.989,12.952,5.351,293.101,9.788,3.455,9.158,1.594,,7.967,1.387,,254.912,7.965,,,,,7575.207,4385.707,7574.426,,0.0,400.575,0.78,,,,,,0.0,0.0,9.979,11.381,38.112,1.191,81.145,2.535,3.989,0.125,0.077,0.002,,,,,40.413,7.957,40.639,,58.254,6.04,58.363,,,0.624,3.056,,,,1.249,2.081,,6.608,0.001,0.002,0.003,0.0,364.229,319.374,,
United Kingdom,1873,GBR,32317597.0,187978039296.0,,,264.658,9.669,3.792,303.76,10.659,3.637,9.399,1.616,,8.189,1.408,,264.46,8.183,,,,,7839.865,4689.466,7838.886,,0.0,439.677,0.978,,,,,,0.0,0.0,10.229,11.681,39.102,1.21,82.87,2.564,4.14,0.128,0.198,0.006,,,,,39.474,8.321,39.781,,57.334,6.149,57.457,,,0.655,3.135,,,,1.312,3.49,,6.702,0.001,0.002,0.003,0.0,377.494,330.578,,
United Kingdom,1874,GBR,32634063.0,190910873600.0,,,257.187,-7.471,-2.823,298.047,-5.712,-1.881,9.133,1.561,,7.881,1.347,,256.931,7.873,,,,,8097.052,4987.514,8095.817,,0.0,480.537,1.235,,,,,,0.0,0.0,9.854,11.376,40.86,1.252,81.521,2.498,4.321,0.132,0.256,0.008,,,,,40.91,7.83,41.279,,56.612,6.229,56.752,,,0.683,3.297,,,,1.286,4.108,,6.75,0.001,0.002,0.003,0.0,371.246,321.573,,
United Kingdom,1875,GBR,32953628.0,195392045056.0,,,271.488,14.301,5.56,310.43,12.383,4.155,9.42,1.589,,8.238,1.389,,271.253,8.231,,,,,8368.54,5297.944,8367.07,,0.0,519.48,1.469,,,,,,0.0,0.0,10.265,11.742,38.943,1.182,84.102,2.552,4.52,0.137,0.234,0.007,,,,,39.863,7.872,40.173,,55.85,6.306,56.002,,,0.706,3.395,,,,1.194,4.019,,6.81,0.001,0.002,0.003,0.0,386.943,338.272,,
United Kingdom,1876,GBR,33276322.0,197141594112.0,,,271.019,-0.469,-0.173,306.823,-3.607,-1.162,9.22,1.556,,8.144,1.375,,270.718,8.135,,,,,8639.559,5604.767,8637.789,,0.0,555.284,1.77,,,,,,0.0,0.0,10.145,11.539,35.804,1.076,84.061,2.526,4.722,0.142,0.3,0.009,,,,,39.245,7.721,39.576,,55.119,6.37,55.283,,,0.722,3.552,,,,1.09,4.597,,6.852,0.001,0.002,0.004,0.0,383.967,337.581,,
United Kingdom,1877,GBR,33602176.0,198870646784.0,,,275.899,4.88,1.801,311.558,4.735,1.543,9.272,1.567,,8.211,1.387,,275.492,8.199,,,,,8915.458,5916.326,8913.281,,0.0,590.943,2.176,,,,,,0.0,0.0,10.213,11.613,35.659,1.061,84.977,2.529,4.916,0.146,0.407,0.012,,,,,39.188,8.019,39.627,,54.434,6.44,54.616,,,0.738,3.711,,,,1.121,4.609,,6.902,0.001,0.003,0.004,0.0,390.209,343.195,,
United Kingdom,1878,GBR,33931221.0,199486226432.0,,,270.975,-4.924,-1.785,305.877,-5.682,-1.824,9.015,1.533,,7.986,1.358,,270.612,7.975,,,,,9186.432,6222.202,9183.894,,0.0,625.845,2.539,,,,,,0.0,0.0,9.939,11.323,34.902,1.029,84.145,2.48,5.088,0.15,0.363,0.011,,,,,38.184,7.673,38.68,,53.759,6.491,53.961,,,0.751,3.697,,,,1.065,3.613,,6.936,0.001,0.003,0.004,0.0,384.2,337.252,,
United Kingdom,1879,GBR,34250722.0,198482952192.0,,,272.646,1.671,0.617,306.472,0.595,0.195,8.948,1.544,,7.96,1.374,,272.129,7.945,,,,,9459.078,6528.674,9456.022,,0.0,659.671,3.056,,,,,,0.0,0.0,9.899,11.257,33.826,0.988,84.471,2.466,5.224,0.153,0.517,0.015,,,,,35.884,7.605,36.423,,52.998,6.536,53.224,,,0.762,3.757,,,,1.034,4.081,,6.956,0.001,0.003,0.004,0.0,385.544,339.055,,
United Kingdom,1880,GBR,34560483.0,207634137088.0,,,297.125,24.479,8.978,334.583,28.111,9.173,9.681,1.611,,8.597,1.431,,296.659,8.584,,,,,9756.203,6863.257,9752.682,,0.0,697.13,3.521,,,,,,0.0,0.0,10.641,12.096,37.458,1.084,88.894,2.572,5.313,0.154,0.465,0.013,,,,,34.628,7.894,35.204,,52.156,6.591,52.408,,,0.775,3.641,,,,1.108,3.029,,6.986,0.001,0.003,0.004,0.0,418.032,367.755,,
United Kingdom,1881,GBR,34860309.0,214710517760.0,,,312.312,15.187,5.111,345.01,10.427,3.117,9.897,1.607,,8.959,1.455,,311.605,8.939,,,,,10068.515,7208.267,10064.287,,0.0,729.828,4.228,,,,,,0.0,0.0,11.057,12.379,32.698,0.938,91.613,2.628,5.368,0.154,0.707,0.02,,,,,35.172,8.089,35.787,,51.386,6.65,51.665,,,0.782,3.711,,,,0.968,4.101,,7.021,0.001,0.003,0.005,0.0,431.553,385.465,,
United Kingdom,1882,GBR,35149998.0,220706406400.0,,,314.965,2.653,0.849,349.469,4.459,1.292,9.942,1.583,,8.961,1.427,,314.25,8.94,,,,,10383.479,7557.736,10378.537,,0.0,764.332,4.943,,,,,,0.0,0.0,11.05,12.427,34.504,0.982,92.108,2.62,5.417,0.154,0.714,0.02,,,,,33.582,7.775,34.203,,50.573,6.695,50.878,,0.0,0.789,3.72,,,0.0,0.97,3.773,,7.049,0.001,0.003,0.005,0.0,436.8,388.416,,
United Kingdom,1883,GBR,35429349.0,222058807296.0,,,327.73,12.765,4.053,363.172,13.703,3.921,10.251,1.635,,9.25,1.476,,326.887,9.226,,,,,10711.21,7920.908,10705.425,,0.0,799.774,5.785,,,,,,0.0,0.0,11.382,12.787,35.442,1.0,94.388,2.664,5.461,0.154,0.843,0.024,,,,,32.855,8.113,33.334,,49.752,6.749,50.074,,0.0,0.797,3.873,,,0.0,1.019,5.107,,7.083,0.002,0.003,0.005,0.0,453.035,403.264,,
United Kingdom,1884,GBR,35710919.0,222203281408.0,,,319.098,-8.632,-2.634,354.044,-9.128,-2.514,9.914,1.593,,8.936,1.436,,318.464,8.918,,,,,11030.308,8274.952,11023.889,,0.0,834.72,6.419,,,,,,0.0,0.0,11.003,12.395,34.946,0.979,92.896,2.601,5.5,0.154,0.634,0.018,,,,,31.612,7.627,32.17,,48.939,6.783,49.281,,0.0,0.802,3.828,,,0.0,0.962,3.46,,7.091,0.002,0.004,0.005,0.0,442.64,392.94,,
United Kingdom,1885,GBR,35994727.0,220843982848.0,,,315.291,-3.807,-1.193,348.156,-5.888,-1.663,9.672,1.576,,8.759,1.428,,314.404,8.735,,,,,11345.599,8623.108,11338.292,,0.0,867.586,7.306,,,,,,0.0,0.0,10.786,12.121,32.865,0.913,92.209,2.562,5.536,0.154,0.887,0.025,,,,,30.998,7.49,31.615,,48.165,6.809,48.529,,0.0,0.806,3.914,,,0.0,0.905,4.677,,7.087,0.002,0.004,0.005,0.0,436.275,388.247,,
United Kingdom,1886,GBR,36280791.0,224051216384.0,,,312.429,-2.862,-0.908,345.857,-2.3,-0.66,9.533,1.544,,8.611,1.394,,311.576,8.588,,,,,11658.028,8968.965,11649.868,,0.0,901.013,8.16,,,,,,0.0,0.0,10.603,11.952,33.427,0.921,91.693,2.527,5.571,0.154,0.854,0.024,,,,,30.256,7.555,31.061,,47.412,6.835,47.81,,0.0,0.81,3.914,,,0.0,0.943,3.912,,7.081,0.002,0.004,0.006,0.0,433.645,384.67,,
United Kingdom,1887,GBR,36569128.0,232690089984.0,,,320.442,8.013,2.565,354.67,8.813,2.548,9.699,1.524,,8.763,1.377,,319.515,8.737,,,,,11978.471,9323.635,11969.384,,0.0,935.24,9.087,,,,,,0.0,0.0,10.771,12.143,34.228,0.936,93.106,2.546,5.607,0.153,0.927,0.025,,,,,29.569,7.427,30.475,,46.659,6.855,47.095,,0.0,0.814,3.917,,,0.0,0.927,3.948,,7.072,0.002,0.004,0.006,0.0,444.05,393.897,,
United Kingdom,1888,GBR,36859757.0,242861391872.0,,,333.168,12.725,3.971,367.717,13.047,3.679,9.976,1.514,,9.039,1.372,,332.035,9.008,,,,,12311.638,9691.352,12301.419,,0.0,969.79,10.219,,,,,,0.0,0.0,11.087,12.466,34.549,0.937,95.343,2.587,5.643,0.153,1.132,0.031,,,,,27.745,7.713,28.637,,45.814,6.885,46.29,,0.0,0.819,3.983,,,0.0,0.969,4.606,,7.074,0.002,0.004,0.006,0.0,459.506,408.66,,
United Kingdom,1889,GBR,37163257.0,255635931136.0,,,345.024,11.857,3.559,377.221,9.504,2.585,10.15,1.476,,9.284,1.35,,343.789,9.251,,,,,12656.661,10068.572,12645.208,,0.0,1001.986,11.454,,,,,,0.0,0.0,11.367,12.682,32.196,0.866,97.445,2.622,5.683,0.153,1.235,0.033,,,,,28.716,7.731,29.615,,45.082,6.913,45.592,,0.0,0.82,4.019,,,0.0,0.875,4.347,,7.079,0.002,0.004,0.006,0.0,471.295,422.42,,
United Kingdom,1890,GBR,37479831.0,256584826880.0,,,353.023,7.998,2.318,387.813,10.593,2.808,10.347,1.511,,9.419,1.376,,351.762,9.385,,,,,13009.685,10456.386,12996.971,,0.0,1036.777,12.714,,,,,,0.0,0.0,11.519,12.902,34.791,0.928,98.877,2.638,5.41,0.144,1.26,0.034,,,,,27.019,7.377,27.912,,44.279,6.929,44.823,,0.0,0.822,3.978,,,0.0,0.881,3.638,,7.073,0.002,0.005,0.007,0.0,483.583,431.733,,
United Kingdom,1891,GBR,37809681.0,256335364096.0,,,360.472,7.449,2.11,394.293,6.479,1.671,10.428,1.538,,9.534,1.406,,358.907,9.492,,,,,13370.156,10850.679,13355.877,,0.0,1070.598,14.279,,,,,,0.0,0.0,11.647,13.008,33.821,0.895,100.281,2.652,5.832,0.154,1.565,0.041,,,,,26.333,7.131,27.208,,43.48,6.936,44.057,,0.0,0.822,3.961,,,0.0,0.813,3.832,,7.059,0.002,0.005,0.007,0.0,491.834,440.372,,
United Kingdom,1892,GBR,38153013.0,249892093952.0,,,353.008,-7.464,-2.07,385.162,-9.131,-2.316,10.095,1.541,,9.252,1.413,,351.447,9.212,,,,,13723.165,11235.84,13707.324,,0.0,1102.751,15.839,,,,,,0.0,0.0,11.31,12.631,32.154,0.843,99.08,2.597,6.232,0.163,1.561,0.041,,,,,25.584,7.026,26.388,,42.712,6.939,43.313,,0.0,0.821,3.953,,,0.0,0.784,3.882,,7.037,0.002,0.005,0.007,0.0,481.908,431.496,,
United Kingdom,1893,GBR,38510036.0,249646137344.0,,,316.211,-36.798,-10.424,350.837,-34.325,-8.912,9.11,1.405,,8.211,1.267,,314.353,8.163,,,,,14039.375,11586.677,14021.677,,0.0,1137.378,17.697,,,,,,0.0,0.0,10.076,11.466,34.627,0.899,92.611,2.405,6.605,0.172,1.858,0.048,,,,,23.208,6.208,23.947,,41.918,6.915,42.542,,0.0,0.82,3.993,,,0.0,0.807,4.366,,6.982,0.002,0.005,0.007,0.0,441.538,388.019,,
United Kingdom,1894,GBR,38870400.0,266223009792.0,,,362.102,45.892,14.513,399.047,48.209,13.741,10.266,1.499,,9.316,1.36,,360.149,9.265,,,,,14401.477,11985.724,14381.827,,0.0,1174.322,19.65,,,,,,0.0,0.0,11.372,12.824,36.944,0.95,100.937,2.597,6.949,0.179,1.953,0.05,,,,,25.653,6.982,26.421,,41.26,6.917,41.902,,0.0,0.821,4.052,,,0.0,0.858,4.683,,6.965,0.002,0.005,0.007,0.0,498.466,442.029,,
United Kingdom,1895,GBR,39234136.0,274390122496.0,,,365.55,3.448,0.952,401.386,2.34,0.586,10.231,1.463,,9.317,1.332,,363.428,9.263,,,,,14767.027,12387.109,14745.255,,0.0,1210.158,21.772,,,,,,0.0,0.0,11.368,12.793,35.836,0.913,101.682,2.592,7.259,0.185,2.121,0.054,,,,,24.448,6.915,25.244,,40.57,6.917,41.231,,0.0,0.822,4.081,,,0.0,0.832,4.371,,6.943,0.002,0.005,0.008,0.0,501.91,446.015,,
United Kingdom,1896,GBR,39601276.0,285548380160.0,,,375.981,10.431,2.854,409.397,8.011,1.996,10.338,1.434,,9.494,1.317,,373.706,9.437,,,,,15143.008,12796.507,15118.962,,0.0,1243.575,24.047,,,,,,0.0,0.0,11.569,12.934,33.416,0.844,103.597,2.616,7.531,0.19,2.275,0.057,,,,,24.341,7.072,25.161,,39.909,6.922,40.59,,0.0,0.821,4.104,,,0.0,0.787,4.328,,6.929,0.002,0.006,0.008,0.0,512.204,458.157,,
United Kingdom,1897,GBR,39971851.0,289066024960.0,,,385.969,9.988,2.657,419.926,10.528,2.572,10.506,1.453,,9.656,1.335,,383.745,9.6,,,,,15528.978,13216.434,15502.707,,0.0,1277.531,26.271,,,,,,0.0,0.0,11.754,13.133,33.956,0.85,105.468,2.639,7.761,0.194,2.224,0.056,,,,,23.862,6.973,24.683,,39.253,6.923,39.953,,0.0,0.819,4.095,,,0.0,0.771,4.005,,6.915,0.002,0.006,0.008,0.0,524.963,469.814,,
United Kingdom,1898,GBR,40345894.0,302857486336.0,,,386.878,0.909,0.235,420.346,0.421,0.1,10.419,1.388,,9.589,1.277,,384.247,9.524,,,,,15915.855,13636.78,15886.953,,0.0,1310.999,28.902,,,,,,0.0,0.0,11.667,13.035,33.468,0.83,105.659,2.619,7.945,0.197,2.631,0.065,,,,,22.678,6.933,23.425,,38.568,6.924,39.283,,0.0,0.818,4.136,,,0.0,0.768,4.601,,6.9,0.002,0.006,0.008,0.0,525.897,470.712,,
United Kingdom,1899,GBR,40718496.0,315134509056.0,,,414.552,27.674,7.153,447.456,27.11,6.449,10.989,1.42,,10.181,1.315,,411.676,10.11,,,,,16330.408,14084.236,16298.63,,0.0,1343.903,31.778,,,,,,0.0,0.0,12.357,13.71,32.904,0.808,110.635,2.717,8.08,0.198,2.876,0.071,,,,,22.25,7.09,22.97,,37.863,6.929,38.59,,0.0,0.816,4.188,,,0.0,0.74,4.791,,6.896,0.002,0.006,0.009,0.0,558.266,503.162,,
United Kingdom,1900,GBR,41089602.0,312531058688.0,,,419.741,5.188,1.252,456.809,9.352,2.09,11.117,1.462,,10.215,1.343,,416.685,10.141,,,,,16750.148,14541.045,16715.314,,0.0,1380.972,34.834,,,,,,0.0,0.0,12.391,13.842,37.068,0.902,111.617,2.716,8.162,0.199,3.056,0.074,,,,,21.399,7.063,22.133,,37.147,6.933,37.888,,0.0,0.816,4.217,,,0.0,0.823,4.54,,6.886,0.002,0.006,0.009,0.0,568.758,509.134,,
United Kingdom,1901,GBR,41459153.0,312199610368.0,,,410.701,-9.039,-2.153,446.332,-10.477,-2.293,10.766,1.43,,9.906,1.316,,407.66,9.833,,,,,17160.85,14987.377,17122.975,,0.0,1416.602,37.875,,,,,,0.0,0.0,12.023,13.432,35.63,0.859,110.186,2.658,8.191,0.198,3.041,0.073,,,,,20.292,6.807,21.053,,36.423,6.929,37.18,,0.0,0.815,4.205,,,0.0,0.786,4.068,,6.864,0.002,0.007,0.009,0.0,556.889,498.46,,
United Kingdom,1902,GBR,41827091.0,319853068288.0,,,426.64,15.938,3.881,461.156,14.824,3.321,11.025,1.442,,10.2,1.334,,423.225,10.118,,,,,17587.488,15448.533,17546.199,,0.0,1451.118,41.29,,,,,,0.0,0.0,12.364,13.742,34.516,0.825,113.134,2.705,8.177,0.195,3.415,0.082,,,,,20.563,6.881,21.372,,35.754,6.928,36.529,,0.0,0.813,4.206,,,0.0,0.746,4.226,,6.849,0.003,0.007,0.009,0.0,574.784,517.148,,
United Kingdom,1903,GBR,42193357.0,316084584448.0,,,429.985,3.345,0.784,462.773,1.617,0.351,10.968,1.464,,10.191,1.36,,426.559,10.11,,,,,18017.475,15911.307,17972.758,,0.0,1483.906,44.716,,,,,,0.0,0.0,12.35,13.682,32.788,0.777,113.905,2.7,8.131,0.193,3.426,0.081,,,,,19.009,6.747,19.73,,35.018,6.922,35.805,,0.0,0.811,4.19,,,0.0,0.713,4.004,,6.828,0.003,0.007,0.01,0.0,577.271,521.072,,
United Kingdom,1904,GBR,42562831.0,317665017856.0,,,431.993,2.008,0.467,467.433,4.66,1.007,10.982,1.471,,10.15,1.36,,428.373,10.064,,,,,18449.467,16378.738,18401.133,,0.0,1519.347,48.336,,,,,,0.0,0.0,12.297,13.682,35.44,0.833,114.422,2.688,8.063,0.189,3.62,0.085,,,,,18.885,6.71,19.7,,34.331,6.916,35.136,,0.0,0.81,4.155,,,0.0,0.757,3.768,,6.809,0.003,0.007,0.01,0.0,582.347,523.407,,
United Kingdom,1905,GBR,42935539.0,326784548864.0,,,437.672,5.679,1.315,475.218,7.785,1.665,11.068,1.454,,10.194,1.339,,434.078,10.11,,,,,18887.139,16853.957,18835.211,,0.0,1556.893,51.93,,,,,,0.0,0.0,12.347,13.771,37.546,0.874,115.632,2.693,7.984,0.186,3.594,0.084,,,,,17.959,6.542,18.703,,33.621,6.905,34.439,,0.0,0.809,4.121,,,0.0,0.778,3.705,,6.789,0.003,0.007,0.01,0.0,591.245,530.108,,
United Kingdom,1906,GBR,43311511.0,337435295744.0,,,453.35,15.678,3.582,489.567,14.349,3.02,11.303,1.451,,10.467,1.344,,449.763,10.384,,,,,19340.49,17343.525,19284.973,,0.0,1593.11,55.517,,,,,,0.0,0.0,12.667,14.051,36.217,0.836,118.671,2.74,7.905,0.183,3.587,0.083,,,,,17.817,6.632,18.544,,32.936,6.897,33.764,,0.0,0.807,4.088,,,0.0,0.749,3.664,,6.775,0.003,0.008,0.01,0.0,608.556,548.637,,
United Kingdom,1907,GBR,43690776.0,343554129920.0,,,473.568,20.218,4.46,507.366,17.799,3.636,11.613,1.477,,10.839,1.378,,469.923,10.756,,,,,19814.059,17850.891,19754.895,,0.0,1626.908,59.163,,,,,,0.0,0.0,13.104,14.423,33.798,0.774,122.52,2.804,7.835,0.179,3.646,0.083,,,,,16.328,6.633,17.033,,32.154,6.889,32.993,,0.0,0.805,4.004,,,0.0,0.712,3.053,,6.762,0.003,0.008,0.011,0.0,630.162,572.513,,
United Kingdom,1908,GBR,44073361.0,329209151488.0,,,461.964,-11.604,-2.45,496.277,-11.09,-2.186,11.26,1.507,,10.482,1.403,,457.846,10.388,,,,,20276.023,18347.168,20212.742,,0.0,1661.22,63.281,,,,,,0.0,0.0,12.68,13.998,34.312,0.779,120.652,2.738,7.786,0.177,4.118,0.093,,,,,16.584,6.509,17.374,,31.481,6.878,32.335,,0.0,0.803,3.939,,,0.0,0.709,3.198,,6.743,0.003,0.008,0.011,0.0,616.943,558.845,,
United Kingdom,1909,GBR,44417852.0,336437641216.0,,,466.086,4.122,0.892,499.908,3.631,0.732,11.255,1.486,,10.493,1.385,,461.796,10.397,,,,,20742.109,18847.076,20674.537,,0.0,1695.041,67.572,,,,,,0.0,0.0,12.692,13.995,33.821,0.761,121.637,2.738,7.769,0.175,4.291,0.097,,,,,16.065,6.37,16.849,,30.816,6.864,31.684,,0.0,0.8,3.882,,,0.0,0.684,3.193,,6.72,0.003,0.008,0.011,0.0,621.618,563.751,,
United Kingdom,1910,GBR,44723743.0,346661683200.0,,,469.732,3.646,0.782,502.831,2.924,0.585,11.243,1.45,,10.503,1.355,,465.592,10.41,,,,,21211.84,19349.908,21140.129,,0.0,1728.141,71.712,,,,,,0.0,0.0,12.703,13.962,33.099,0.74,122.591,2.741,7.792,0.174,4.14,0.093,,,,,15.435,6.455,16.212,,30.151,6.852,31.032,,0.0,0.798,3.805,,,0.0,0.697,2.873,,6.699,0.003,0.008,0.012,0.0,624.444,568.143,,
United Kingdom,1911,GBR,44990527.0,356440244224.0,,,481.351,11.619,2.473,517.565,14.734,2.93,11.504,1.452,,10.699,1.35,,476.969,10.602,,,,,21693.191,19867.473,21617.1,,0.0,1764.355,76.094,,,,,,0.0,0.0,12.931,14.253,36.215,0.805,124.686,2.771,7.842,0.174,4.382,0.097,,,,,15.577,6.538,16.396,,29.538,6.844,30.433,,0.0,0.797,3.734,,,0.0,0.75,2.867,,6.681,0.003,0.009,0.012,0.0,641.249,581.754,,
United Kingdom,1912,GBR,45217688.0,361318416384.0,,,455.886,-25.465,-5.29,487.159,-30.407,-5.875,10.774,1.348,,10.082,1.262,,450.921,9.972,,,,,22149.078,20354.631,22068.02,,0.0,1795.628,81.059,,,,,,0.0,0.0,12.198,13.416,31.273,0.692,120.082,2.656,7.893,0.175,4.965,0.11,,,,,14.042,6.141,14.743,,28.882,6.825,29.785,,0.0,0.794,3.693,,,0.0,0.667,3.159,,6.652,0.003,0.009,0.012,0.0,606.637,551.581,,
United Kingdom,1913,GBR,45404707.0,374869590016.0,,,498.322,42.436,9.309,530.961,43.802,8.991,11.694,1.416,,10.975,1.329,,492.471,10.846,,,,,22647.4,20885.592,22560.49,,0.0,1828.266,86.91,,,,,,0.0,0.0,13.222,14.468,32.638,0.719,126.533,2.787,7.946,0.175,5.851,0.129,,,,,14.171,6.611,14.913,,28.237,6.819,29.15,,0.0,0.793,3.657,,,0.0,0.723,3.215,,6.644,0.003,0.009,0.013,0.0,656.917,600.36,,
United Kingdom,1914,GBR,45592500.0,374424403968.0,,,483.183,-15.14,-3.038,516.159,-14.801,-2.788,11.321,1.379,,10.598,1.29,,475.433,10.428,,,,,23130.582,21401.752,23035.924,,0.0,1861.243,94.659,,,,,,0.0,0.0,12.773,14.026,32.977,0.723,123.757,2.714,8.003,0.176,7.749,0.17,,,,,15.148,6.629,16.001,,27.736,6.815,28.664,,0.0,0.791,3.694,,,0.0,0.717,4.166,,6.628,0.003,0.009,0.013,0.0,639.484,582.334,,
United Kingdom,1915,GBR,45781070.0,400331276288.0,,,489.481,6.298,1.304,521.812,5.653,1.095,11.398,1.303,,10.692,1.223,,482.428,10.538,,,,,23620.062,21923.562,23518.352,,0.0,1893.574,101.713,,,,,,0.0,0.0,12.888,14.132,32.331,0.706,125.277,2.736,8.062,0.176,7.053,0.154,,,,,15.587,6.767,16.588,,27.295,6.814,28.242,,0.0,0.79,3.685,,,0.0,0.707,3.57,,6.617,0.003,0.01,0.013,0.0,646.987,590.041,,
United Kingdom,1916,GBR,45970420.0,404764819456.0,,,507.072,17.591,3.594,537.355,15.542,2.979,11.689,1.328,,11.03,1.253,,501.66,10.913,,,,,24127.135,22460.918,24020.012,,0.0,1923.857,107.124,,,,,,0.0,0.0,13.291,14.487,30.283,0.659,128.756,2.801,8.124,0.177,5.412,0.118,,,,,14.949,6.789,15.999,,26.83,6.813,27.798,,0.0,0.787,3.6,,,0.0,0.67,2.515,,6.607,0.003,0.01,0.013,0.0,665.97,610.999,,
United Kingdom,1917,GBR,46160552.0,403910295552.0,,,501.169,-5.903,-1.164,530.722,-6.632,-1.234,11.497,1.314,,10.857,1.241,,491.262,10.642,,,,,24628.307,22991.641,24511.273,,0.0,1953.41,117.032,,,,,,0.0,0.0,13.073,14.264,29.553,0.64,127.225,2.756,8.19,0.177,9.908,0.215,,,,,14.125,6.557,15.043,,26.347,6.807,27.334,,0.0,0.785,3.64,,,0.0,0.65,4.139,,6.589,0.003,0.01,0.014,0.0,658.452,603.455,,
United Kingdom,1918,GBR,46352692.0,401942249472.0,,,466.849,-34.321,-6.848,494.053,-36.67,-6.909,10.659,1.229,,10.072,1.161,,450.976,9.729,,,,,25095.154,23485.693,24962.248,,0.0,1980.615,132.904,,,,,,0.0,0.0,12.127,13.299,27.204,0.587,120.341,2.596,8.259,0.178,15.872,0.342,,,,,13.34,6.139,14.023,,25.878,6.791,26.873,,0.0,0.782,3.841,,,0.0,0.598,6.478,,6.561,0.003,0.01,0.014,0.0,616.451,562.141,,
